Country Code,country_name,season,avg_medal_rank,avg_gdp_rank,total_medals,editions,window_start,window_end,window_efficiency,window_label
IRL,Ireland,Summer,0.375,0.8064516129032258,1,1,1960,1964,0.465,1960-1964
IRN,Iran,Summer,0.5422794117647058,0.4689247311827957,6,2,1960,1964,1.1564316737931126,1960-1964
IRQ,Iraq,Summer,0.3529411764705882,0.4866666666666667,1,1,1960,1964,0.72522159548751,1960-1964
ITA,Italy,Summer,0.9237132352941176,0.8294623655913979,63,2,1960,1964,1.1136288680626516,1960-1964
JPN,Japan,Summer,0.8952205882352942,0.7766666666666666,47,2,1960,1964,1.1526445342085334,1960-1964
KEN,Kenya,Summer,0.375,0.12903225806451613,1,1,1960,1964,2.90625,1960-1964
KOR,Korea Republic,Summer,0.53125,0.19354838709677424,3,1,1960,1964,2.744791666666666,1960-1964
MAR,Morocco,Summer,0.3529411764705882,0.43999999999999995,1,1,1960,1964,0.8021390374331551,1960-1964
MEX,Mexico,Summer,0.3639705882352941,0.6686021505376344,2,2,1960,1964,0.5443754375342932,1960-1964
NGA,Nigeria,Summer,0.375,0.13548387096774195,1,1,1960,1964,2.767857142857143,1960-1964
NLD,Netherlands,Summer,0.6847426470588236,0.8621505376344085,13,2,1960,1964,0.7942263179904041,1960-1964
NOR,Norway,Summer,0.3529411764705882,0.92,1,1,1960,1964,0.38363171355498715,1960-1964
NZL,New Zealand,Summer,0.6222426470588236,0.9804301075268818,8,2,1960,1964,0.6346629324026167,1960-1964
PAK,Pakistan,Summer,0.4375,0.09483870967741931,3,2,1960,1964,4.61309523809524,1960-1964
PHL,Philippines,Summer,0.375,0.41290322580645167,1,1,1960,1964,0.9082031249999999,1960-1964
PRT,Portugal,Summer,0.3529411764705882,0.6733333333333333,1,1,1960,1964,0.52417006406523,1960-1964
SGP,"Singapore, British",Summer,0.3529411764705882,0.7133333333333334,1,1,1960,1964,0.4947773501924133,1960-1964
SWE,Sweden,Summer,0.7720588235294118,0.9736559139784946,14,2,1960,1964,0.7929483223438465,1960-1964
TTO,Trinidad and Tobago,Summer,0.53125,0.7741935483870966,3,1,1960,1964,0.6861979166666667,1960-1964
TUN,Tunisia,Summer,0.4375,0.4774193548387097,2,1,1960,1964,0.9163851351351351,1960-1964
TUR,Turkey,Summer,0.7711397058823529,0.593010752688172,15,2,1960,1964,1.3003806463655272,1960-1964
URY,Uruguay,Summer,0.375,0.7548387096774194,1,1,1960,1964,0.49679487179487175,1960-1964
USA,United States,Summer,1.0,0.9967741935483871,161,2,1960,1964,1.0032362459546924,1960-1964
VEN,Venezuela,Summer,0.3529411764705882,0.84,1,1,1960,1964,0.4201680672268907,1960-1964
ZAF,South Africa,Summer,0.5882352941176471,0.7733333333333333,3,1,1960,1964,0.7606490872210954,1960-1964
ARG,Argentina,Summer,0.422979797979798,0.8058609662395639,5,3,1960,1968,0.524879372124913,1960-1968
AUS,Australia,Summer,0.8885175282234106,0.9471255338784795,57,3,1960,1968,0.938120129213422,1960-1968
AUT,Austria,Summer,0.5227272727272727,0.8335129740518963,6,2,1960,1968,0.6271375359476128,1960-1968
BEL,Belgium,Summer,0.5240827391562686,0.8873581868521022,9,3,1960,1968,0.5906101357056827,1960-1968
BHS,Bahamas,Summer,0.375,0.9096774193548387,1,1,1960,1968,0.4122340425531915,1960-1968
BRA,Brazil,Summer,0.4431818181818182,0.5452862017899684,6,3,1960,1968,0.8127508393335826,1960-1968
CAN,Canada,Summer,0.5276849376114082,0.9702955379563454,10,3,1960,1968,0.5438393942559275,1960-1968
CHE,Switzerland,Summer,0.67474376114082,0.9637834009400553,15,3,1960,1968,0.7000989646456748,1960-1968
CMR,Cameroon,Summer,0.1515151515151515,0.26347305389221554,1,1,1960,1968,0.5750688705234159,1960-1968
DEU,Federal Republic of Germany,Summer,0.9696969696969697,0.874251497005988,51,1,1960,1968,1.1091739310917392,1960-1968
DEU,Unified Team of Germany,Summer,0.9696691176470589,0.8622580645161291,92,2,1960,1968,1.1245694967100195,1960-1968
DNK,Denmark,Summer,0.7366124480095069,0.9314154486725474,20,3,1960,1968,0.7908527274905375,1960-1968
EGY,"United Arab Republic (Egypt, Syria)",Summer,0.5,0.3866666666666667,2,1,1960,1968,1.2931034482758619,1960-1968
ESP,Spain,Summer,0.3529411764705882,0.6933333333333334,1,1,1960,1968,0.5090497737556561,1960-1968
ETH,Ethiopia,Summer,0.3739601901366607,0.07788594853304147,4,3,1960,1968,4.801381984556765,1960-1968
FIN,Finland,Summer,0.6358622994652406,0.8690962161698109,14,3,1960,1968,0.7316362534260543,1960-1968
FRA,France,Summer,0.7788547237076648,0.9103131371665271,35,3,1960,1968,0.8555898974851178,1960-1968
GBR,Great Britain,Summer,0.8484105763517528,0.890794325327839,51,3,1960,1968,0.9524202750612631,1960-1968
GHA,Ghana,Summer,0.3639705882352941,0.45881720430107525,2,2,1960,1968,0.7932801665311074,1960-1968
GRC,Greece,Summer,0.25222816399286985,0.7662275449101796,2,2,1960,1968,0.32918180202257946,1960-1968
HUN,Hungary,Summer,0.9393939393939394,0.6347305389221557,32,1,1960,1968,1.4799885648942253,1960-1968
IND,India,Summer,0.2931521093285799,0.11887837228768268,3,3,1960,1968,2.4659835400434247,1960-1968
IRL,Ireland,Summer,0.375,0.8064516129032258,1,1,1960,1968,0.465,1960-1968
IRN,Iran,Summer,0.5736408199643493,0.49225720601807144,11,3,1960,1968,1.1653274202009147,1960-1968
IRQ,Iraq,Summer,0.3529411764705882,0.4866666666666667,1,1,1960,1968,0.72522159548751,1960-1968
ITA,Italy,Summer,0.8986371063576946,0.8284240121906724,79,3,1960,1968,1.0847550205375527,1960-1968
JAM,Jamaica,Summer,0.1515151515151515,0.6826347305389222,1,1,1960,1968,0.22195640616693244,1960-1968
JPN,Japan,Summer,0.899844028520499,0.7892348636061212,72,3,1960,1968,1.140147337649264,1960-1968
KEN,Kenya,Summer,0.5662878787878788,0.14834846436159937,10,2,1960,1968,3.817281703756313,1960-1968
KOR,Korea Republic,Summer,0.46259469696969696,0.2614448522310219,5,2,1960,1968,1.7693777216195943,1960-1968
MAR,Morocco,Summer,0.3529411764705882,0.43999999999999995,1,1,1960,1968,0.8021390374331551,1960-1968
MEX,Mexico,Summer,0.49517231134878187,0.6752756851887622,11,3,1960,1968,0.7332891176295865,1960-1968
NGA,Nigeria,Summer,0.375,0.13548387096774195,1,1,1960,1968,2.767857142857143,1960-1968
NLD,Netherlands,Summer,0.6787173202614379,0.8781602386624598,20,3,1960,1968,0.7728855058334266,1960-1968
NOR,Norway,Summer,0.37344028520499106,0.930059880239521,3,2,1960,1968,0.4015228407753895,1960-1968
NZL,New Zealand,Summer,0.5663435828877006,0.9350571974330908,11,3,1960,1968,0.6056780103317969,1960-1968
PAK,Pakistan,Summer,0.3421717171717171,0.1251020539566029,4,3,1960,1968,2.735140681946072,1960-1968
PHL,Philippines,Summer,0.375,0.41290322580645167,1,1,1960,1968,0.9082031249999999,1960-1968
PRT,Portugal,Summer,0.3529411764705882,0.6733333333333333,1,1,1960,1968,0.52417006406523,1960-1968
SGP,"Singapore, British",Summer,0.3529411764705882,0.7133333333333334,1,1,1960,1968,0.4947773501924133,1960-1968
SWE,Sweden,Summer,0.6965240641711231,0.9784452600175992,18,3,1960,1968,0.7118681980825322,1960-1968
TTO,Trinidad and Tobago,Summer,0.53125,0.7741935483870966,3,1,1960,1968,0.6861979166666667,1960-1968
TUN,Tunisia,Summer,0.41571969696969696,0.4542785396948039,4,2,1960,1968,0.9151207038064977,1960-1968
TUR,Turkey,Summer,0.6454062685680332,0.6109093640675638,17,3,1960,1968,1.056468121998952,1960-1968
UGA,Uganda,Summer,0.3939393939393939,0.11976047904191611,2,1,1960,1968,3.289393939393941,1960-1968
URY,Uruguay,Summer,0.375,0.7548387096774194,1,1,1960,1968,0.49679487179487175,1960-1968
USA,United States,Summer,1.0,0.9978494623655915,268,3,1960,1968,1.002155172413793,1960-1968
VEN,Venezuela,Summer,0.25222816399286985,0.7972455089820358,2,2,1960,1968,0.3163745184528261,1960-1968
ZAF,South Africa,Summer,0.5882352941176471,0.7733333333333333,3,1,1960,1968,0.7606490872210954,1960-1968
ARG,Argentina,Summer,0.3644212394212394,0.7838726621459967,4,3,1963,1972,0.4648985186236355,1963-1972
AUS,Australia,Summer,0.8638752388752389,0.9346109139954386,52,3,1963,1972,0.9243153765262525,1963-1972
AUT,Austria,Summer,0.57002457002457,0.8207059565080366,7,2,1963,1972,0.6945539574854884,1963-1972
BEL,Belgium,Summer,0.46154961779961773,0.8975336254485935,7,3,1963,1972,0.5142421461579582,1963-1972
BHS,Bahamas,Summer,0.375,0.9096774193548387,1,1,1963,1972,0.4122340425531915,1963-1972
BRA,Brazil,Summer,0.4296683046683047,0.5719528684566351,6,3,1963,1972,0.751230264528137,1963-1972
CAN,Canada,Summer,0.635263104013104,0.9646815028686261,14,3,1963,1972,0.6585210788473225,1963-1972
CHE,Switzerland,Summer,0.608236076986077,0.9700991904137396,12,3,1963,1972,0.6269833878808507,1963-1972
CMR,Cameroon,Summer,0.1515151515151515,0.26347305389221554,1,1,1963,1972,0.5750688705234159,1963-1972
COL,Colombia,Summer,0.5945945945945945,0.46315789473684205,3,1,1963,1972,1.2837837837837838,1963-1972
CUB,Cuba,Summer,0.7297297297297297,0.6736842105263158,8,1,1963,1972,1.0831925675675675,1963-1972
DEU,Federal Republic of Germany,Summer,0.9848484848484849,0.8897573274503625,157,2,1963,1972,1.1068731377246537,1963-1972
DEU,Unified Team of Germany,Summer,0.96875,0.864516129032258,50,1,1963,1972,1.1205690298507462,1963-1972
DNK,Denmark,Summer,0.5800146737646737,0.9449827001345357,15,3,1963,1972,0.6137833779201439,1963-1972
ESP,Spain,Summer,0.32432432432432434,0.7526315789473684,1,1,1963,1972,0.4309204309204309,1963-1972
ETH,Ethiopia,Summer,0.4094662844662844,0.07624852163245666,5,3,1963,1972,5.370153751177612,1963-1972
FIN,Finland,Summer,0.6438114250614251,0.8679266255265361,17,3,1963,1972,0.7417809364597504,1963-1972
FRA,France,Summer,0.8048218673218672,0.9147575816109716,43,3,1963,1972,0.879819838065187,1963-1972
GBR,Great Britain,Summer,0.8515902265902265,0.8670516352693594,49,3,1963,1972,0.9821678340133346,1963-1972
GHA,Ghana,Summer,0.34966216216216217,0.3565365025466893,2,2,1963,1972,0.9807191119691121,1963-1972
GRC,Greece,Summer,0.30548730548730546,0.7678064922786008,3,2,1963,1972,0.39787017765468247,1963-1972
HUN,Hungary,Summer,0.9426699426699428,0.6331547431452884,67,2,1963,1972,1.4888460567903077,1963-1972
IND,India,Summer,0.2836131586131586,0.11361521439294586,3,3,1963,1972,2.4962603831583983,1963-1972
IRL,Ireland,Summer,0.375,0.8064516129032258,1,1,1963,1972,0.465,1963-1972
IRN,Iran,Summer,0.5561527436527437,0.530970656310469,10,3,1963,1972,1.047426514145351,1963-1972
ITA,Italy,Summer,0.8822089134589134,0.8212895092666957,61,3,1963,1972,1.0741753102954046,1963-1972
JAM,Jamaica,Summer,0.23791973791973792,0.6834226284273559,2,2,1963,1972,0.348129734110827,1963-1972
JPN,Japan,Summer,0.9218366093366094,0.8205798928458871,83,3,1963,1972,1.1233965362465193,1963-1972
KEN,Kenya,Summer,0.6297775047775048,0.1515305551884347,19,3,1963,1972,4.156109003853049,1963-1972
KOR,Korea Republic,Summer,0.4165045727545727,0.3093842874522602,6,3,1963,1972,1.3462369927847153,1963-1972
MEX,Mexico,Summer,0.48563336063336066,0.6767961530250196,11,3,1963,1972,0.7175474601366534,1963-1972
NER,Niger,Summer,0.32432432432432434,0.12631578947368416,1,1,1963,1972,2.567567567567569,1963-1972
NGA,Nigeria,Summer,0.34966216216216217,0.17037351443123938,2,2,1963,1972,2.052326990667798,1963-1972
NLD,Netherlands,Summer,0.7078641141141141,0.9007333380776646,22,3,1963,1972,0.7858753353404572,1963-1972
NOR,Norway,Summer,0.5077805077805078,0.9384809328710999,6,2,1963,1972,0.5410664084853083,1963-1972
NZL,New Zealand,Summer,0.5684633497133497,0.8991507646845528,11,3,1963,1972,0.6322225059918427,1963-1972
PAK,Pakistan,Summer,0.2836131586131586,0.13703187851800644,3,3,1963,1972,2.0696874455814376,1963-1972
PHL,Philippines,Summer,0.375,0.41290322580645167,1,1,1963,1972,0.9082031249999999,1963-1972
SWE,Sweden,Summer,0.7020884520884522,0.9860475991988857,28,3,1963,1972,0.712022880699536,1963-1972
TTO,Trinidad and Tobago,Summer,0.53125,0.7741935483870966,3,1,1963,1972,0.6861979166666667,1963-1972
TUN,Tunisia,Summer,0.3852545727545727,0.46250148260355345,5,3,1963,1972,0.8329801897841803,1963-1972
TUR,Turkey,Summer,0.4790045727545727,0.6150029313190258,9,3,1963,1972,0.7788655116280974,1963-1972
UGA,Uganda,Summer,0.4266994266994267,0.1151433974156949,4,2,1963,1972,3.7058088980902726,1963-1972
URY,Uruguay,Summer,0.375,0.7548387096774194,1,1,1963,1972,0.49679487179487175,1963-1972
USA,United States,Summer,0.990990990990991,0.9960950764006791,291,3,1963,1972,0.9948759053923534,1963-1972
VEN,Venezuela,Summer,0.1515151515151515,0.7544910179640718,1,1,1963,1972,0.2008177008177008,1963-1972
ARG,Argentina,Summer,0.35913185913185913,0.7629057674125433,3,2,1967,1976,0.4707420948590858,1967-1976
AUS,Australia,Summer,0.7765096474773894,0.9230379176535696,39,3,1967,1976,0.8412543327053499,1967-1976
AUT,Austria,Summer,0.44453250904863806,0.8340788850947048,8,3,1967,1976,0.5329621897791645,1967-1976
BEL,Belgium,Summer,0.5210254242512308,0.9018790416995635,10,3,1967,1976,0.5777109791456894,1967-1976
BMU,Bermuda,Summer,0.19354838709677424,0.9020618556701031,1,1,1967,1976,0.21456221198156689,1967-1976
BRA,Brazil,Summer,0.44445325090486376,0.608667201679116,7,3,1967,1976,0.7302073278776332,1967-1976
CAN,Canada,Summer,0.6954109534754696,0.9608349226668746,21,3,1967,1976,0.7237569504086098,1967-1976
CHE,Switzerland,Summer,0.5823624210720985,0.9709749248112565,12,3,1967,1976,0.5997708140457915,1967-1976
CMR,Cameroon,Summer,0.1515151515151515,0.26347305389221554,1,1,1967,1976,0.5750688705234159,1967-1976
COL,Colombia,Summer,0.5945945945945945,0.46315789473684205,3,1,1967,1976,1.2837837837837838,1967-1976
CUB,Cuba,Summer,0.8003487358326068,0.661584373304395,21,2,1967,1976,1.2097455262359504,1967-1976
DEU,Federal Republic of Germany,Summer,0.98989898989899,0.8852677715648465,286,3,1967,1976,1.1181916045008526,1967-1976
DNK,Denmark,Summer,0.4909689748399426,0.9458695197775908,12,3,1967,1976,0.5190662819491083,1967-1976
ESP,Spain,Summer,0.37183958151700086,0.7629137276180141,3,2,1967,1976,0.4873940106936685,1967-1976
ETH,Ethiopia,Summer,0.4266994266994267,0.08211471793255593,4,2,1967,1976,5.196381811235007,1967-1976
FIN,Finland,Summer,0.6616205648463712,0.8649668649678398,18,3,1967,1976,0.7649085666084686,1967-1976
FRA,France,Summer,0.7813003619455232,0.9049138835730601,37,3,1967,1976,0.8633974747525721,1967-1976
GBR,Great Britain,Summer,0.8502461405687213,0.831013502024708,44,3,1967,1976,1.023143593331702,1967-1976
GHA,Ghana,Summer,0.32432432432432434,0.2421052631578947,1,1,1967,1976,1.3396004700352528,1967-1976
GRC,Greece,Summer,0.30548730548730546,0.7678064922786008,3,2,1967,1976,0.39787017765468247,1967-1976
HUN,Hungary,Summer,0.9295218972638327,0.6214158768734912,89,3,1967,1976,1.4958129199088137,1967-1976
IND,India,Summer,0.23791973791973792,0.09300346675070914,2,2,1967,1976,2.5581813907805087,1967-1976
IRN,Iran,Summer,0.5501043565559695,0.6149635617533247,10,3,1967,1976,0.8945316288132017,1967-1976
ITA,Italy,Summer,0.8704481607707414,0.8050385393077112,47,3,1967,1976,1.081250298301593,1967-1976
JAM,Jamaica,Summer,0.29839810484971774,0.6738281440374813,4,3,1967,1976,0.4428400735264028,1967-1976
JPN,Japan,Summer,0.9211645663258566,0.8357001677599766,79,3,1967,1976,1.1022668199229397,1967-1976
KEN,Kenya,Summer,0.7571662571662572,0.16277970375039397,18,2,1967,1976,4.651478284585738,1967-1976
KOR,Korea Republic,Summer,0.4759803792061857,0.420125890378765,9,3,1967,1976,1.1329470287514654,1967-1976
MEX,Mexico,Summer,0.5004183068699198,0.6722068613722095,12,3,1967,1976,0.744440938684248,1967-1976
NER,Niger,Summer,0.32432432432432434,0.12631578947368416,1,1,1967,1976,2.567567567567569,1967-1976
NGA,Nigeria,Summer,0.32432432432432434,0.20526315789473681,1,1,1967,1976,1.5800415800415804,1967-1976
NLD,Netherlands,Summer,0.6517485227162646,0.9179708948895481,17,3,1967,1976,0.7099882211349241,1967-1976
NOR,Norway,Summer,0.47830528475689765,0.9418051579965407,8,3,1967,1976,0.5078601244596862,1967-1976
NZL,New Zealand,Summer,0.5217563604660379,0.8390243928854174,10,3,1967,1976,0.6218607765046139,1967-1976
PAK,Pakistan,Summer,0.2231292876454167,0.12968236072618736,3,3,1967,1976,1.7205831725760616,1967-1976
PRI,Puerto Rico,Summer,0.19354838709677424,0.7525773195876289,1,1,1967,1976,0.25718073353954934,1967-1976
PRT,Portugal,Summer,0.4193548387096774,0.7216494845360825,2,1,1967,1976,0.5811059907834101,1967-1976
SWE,Sweden,Summer,0.6563895273572693,0.9787535076347575,25,3,1967,1976,0.6706382375512414,1967-1976
THA,Thailand,Summer,0.19354838709677424,0.2628865979381443,1,1,1967,1976,0.7362428842504747,1967-1976
TTO,Trinidad and Tobago,Summer,0.19354838709677424,0.731958762886598,1,1,1967,1976,0.26442526124488874,1967-1976
TUN,Tunisia,Summer,0.35913185913185913,0.4550425464859754,3,2,1967,1976,0.789226989663323,1967-1976
TUR,Turkey,Summer,0.35913185913185913,0.6128269776237,3,2,1967,1976,0.5860248850734837,1967-1976
UGA,Uganda,Summer,0.4266994266994267,0.1151433974156949,4,2,1967,1976,3.7058088980902726,1967-1976
USA,United States,Summer,0.980238302818948,0.9741906312172183,295,3,1967,1976,1.0062078934121685,1967-1976
VEN,Venezuela,Summer,0.17253176930596287,0.740647570837706,2,2,1967,1976,0.23294718851345397,1967-1976
ARG,Argentina,Summer,0.32432432432432434,0.7473684210526316,1,1,1971,1980,0.43395508184240583,1971-1980
AUS,Australia,Summer,0.7216755926433346,0.8991340345984239,31,3,1971,1980,0.8026340510685409,1971-1980
AUT,Austria,Summer,0.4531905177066467,0.8537014756623617,8,3,1971,1980,0.5308536187723345,1971-1980
BEL,Belgium,Summer,0.4492361024619089,0.9132668940142578,9,3,1971,1980,0.4919001284359439,1971-1980
BGR,Bulgaria,Summer,0.9642857142857143,0.6376811594202898,41,1,1971,1980,1.512175324675325,1971-1980
BMU,Bermuda,Summer,0.19354838709677424,0.9020618556701031,1,1,1971,1980,0.21456221198156689,1971-1980
BRA,Brazil,Summer,0.4834142898659028,0.6079054401779637,8,3,1971,1980,0.7952129688531555,1971-1980
CAN,Canada,Summer,0.7249346120313862,0.9532284319045036,16,2,1971,1980,0.7605046049486821,1971-1980
CHE,Switzerland,Summer,0.4654793041889816,0.9712931289826239,9,3,1971,1980,0.4792366900366582,1971-1980
COL,Colombia,Summer,0.5945945945945945,0.46315789473684205,3,1,1971,1980,1.2837837837837838,1971-1980
CUB,Cuba,Summer,0.8192801096026902,0.6407341876779703,41,3,1971,1980,1.2786583350137328,1971-1980
DEU,Federal Republic of Germany,Summer,1.0,0.8907759088442757,235,2,1971,1980,1.12261679965889,1971-1980
DEU,German Democratic Republic,Summer,1.0,0.9082125603864735,126,1,1971,1980,1.101063829787234,1971-1980
DNK,Denmark,Summer,0.4610266948976627,0.9425139121522617,9,3,1971,1980,0.4891457716999561,1971-1980
ESP,Spain,Summer,0.4621787686303815,0.7743096348371301,9,3,1971,1980,0.5968914085998648,1971-1980
ETH,Ethiopia,Summer,0.5154440154440154,0.05921052631578947,6,2,1971,1980,8.705276705276706,1971-1980
FIN,Finland,Summer,0.7059928592186657,0.877830027531601,22,3,1971,1980,0.8042477895223864,1971-1980
FRA,France,Summer,0.7704778511230125,0.9031010840513306,36,3,1971,1980,0.8531468566803535,1971-1980
GBR,Great Britain,Summer,0.8852389255615062,0.8334434247878774,52,3,1971,1980,1.0621463907844872,1971-1980
GHA,Ghana,Summer,0.32432432432432434,0.2421052631578947,1,1,1971,1980,1.3396004700352528,1971-1980
GRC,Greece,Summer,0.42615830115830117,0.772883295194508,5,2,1971,1980,0.5513876465023764,1971-1980
GUY,Guyana,Summer,0.1785714285714286,0.34782608695652173,1,1,1971,1980,0.5133928571428572,1971-1980
HUN,Hungary,Summer,0.9259143936563291,0.6159581932070077,89,3,1971,1980,1.503209802008678,1971-1980
IND,India,Summer,0.2514478764478765,0.08316806509026192,2,2,1971,1980,3.023370522988376,1971-1980
IRL,Ireland,Summer,0.2857142857142857,0.8019323671497585,2,1,1971,1980,0.3562822719449225,1971-1980
IRN,Iran,Summer,0.5069747166521359,0.6529842647856756,5,2,1971,1980,0.7763965289707809,1971-1980
ITA,Italy,Summer,0.8614294017519825,0.8081723682681479,46,3,1971,1980,1.0658981123024045,1971-1980
JAM,Jamaica,Summer,0.3788454352970482,0.6137550535035732,6,3,1971,1980,0.6172583559751377,1971-1980
JPN,Japan,Summer,0.9272013949433304,0.8463646228974497,54,2,1971,1980,1.0955105752992647,1971-1980
KEN,Kenya,Summer,0.7567567567567568,0.1578947368421053,9,1,1971,1980,4.792792792792792,1971-1980
KOR,Korea Republic,Summer,0.5170008718395815,0.4655181768855128,7,2,1971,1980,1.110592233580452,1971-1980
MEX,Mexico,Summer,0.43836924482085776,0.6761603071376833,7,3,1971,1980,0.6483214708011464,1971-1980
MNG,Mongolia,Summer,0.5714285714285714,0.49275362318840576,4,1,1971,1980,1.1596638655462186,1971-1980
