season,year,medal,country_code,country,games,sport,event_gender,event_name,Country Code,gdp_usd
Summer,1996,Bronze,ROU,Romania,1996 Atlanta,Gymnastics Artistic,Women's,vault,ROU,0.6434078327202225
Summer,1996,Gold,USA,United States,1996 Atlanta,Gymnastics Artistic,Women's,balance beam,USA,0.896459332647432
Summer,1996,Silver,UKR,Ukraine,1996 Atlanta,Gymnastics Artistic,Women's,balance beam,UKR,0.588629546620408
Summer,1996,Bronze,ROU,Romania,1996 Atlanta,Gymnastics Artistic,Women's,balance beam,ROU,0.6434078327202225
Summer,1996,Gold,ESP,Spain,1996 Atlanta,Gymnastics Rhythmic,Women's,group competition,ESP,0.8424291195682562
Summer,1996,Silver,BUL,Bulgaria,1996 Atlanta,Gymnastics Rhythmic,Women's,group competition,BGR,0.6342733757108733
Summer,1996,Bronze,RUS,Russian Federation,1996 Atlanta,Gymnastics Rhythmic,Women's,group competition,RUS,0.6853127508157651
Summer,1996,Gold,UKR,Ukraine,1996 Atlanta,Gymnastics Rhythmic,Women's,individual all-round,UKR,0.588629546620408
Summer,1996,Silver,RUS,Russian Federation,1996 Atlanta,Gymnastics Rhythmic,Women's,individual all-round,RUS,0.6853127508157651
Summer,1996,Bronze,UKR,Ukraine,1996 Atlanta,Gymnastics Rhythmic,Women's,individual all-round,UKR,0.588629546620408
Summer,1996,Gold,CRO,Croatia,1996 Atlanta,Handball,Men's,handball,HRV,0.7457882143743129
Summer,1996,Silver,SWE,Sweden,1996 Atlanta,Handball,Men's,handball,SWE,0.9049005581959039
Summer,1996,Bronze,ESP,Spain,1996 Atlanta,Handball,Men's,handball,ESP,0.8424291195682562
Summer,1996,Gold,DEN,Denmark,1996 Atlanta,Handball,Women's,handball,DNK,0.9114911680205695
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Handball,Women's,handball,KOR,0.8294278069818161
Summer,1996,Bronze,HUN,Hungary,1996 Atlanta,Handball,Women's,handball,HUN,0.7323716884505004
Summer,1996,Gold,NED,Netherlands,1996 Atlanta,Hockey,Men's,hockey,NLD,0.8937952114938178
Summer,1996,Silver,ESP,Spain,1996 Atlanta,Hockey,Men's,hockey,ESP,0.8424291195682562
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Hockey,Men's,hockey,AUS,0.8697997643408559
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Hockey,Women's,hockey,AUS,0.8697997643408559
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Hockey,Women's,hockey,KOR,0.8294278069818161
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Hockey,Women's,hockey,NLD,0.8937952114938178
Summer,1996,Gold,JPN,Japan,1996 Atlanta,Judo,Men's,- 60 kg,JPN,0.9197043191898906
Summer,1996,Silver,ITA,Italy,1996 Atlanta,Judo,Men's,- 60 kg,ITA,0.8739088097908495
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Judo,Men's,- 60 kg,DEU,0.8982745853066482
Summer,1996,Bronze,MGL,Mongolia,1996 Atlanta,Judo,Men's,- 60 kg,MNG,0.5556877620175507
Summer,1996,Gold,GER,Germany,1996 Atlanta,Judo,Men's,60 - 65kg (half-lightweight),DEU,0.8982745853066482
Summer,1996,Silver,JPN,Japan,1996 Atlanta,Judo,Men's,60 - 65kg (half-lightweight),JPN,0.9197043191898906
Summer,1996,Bronze,BRA,Brazil,1996 Atlanta,Judo,Men's,60 - 65kg (half-lightweight),BRA,0.7437877759245815
Summer,1996,Bronze,CUB,Cuba,1996 Atlanta,Judo,Men's,60 - 65kg (half-lightweight),CUB,0.6725169641447958
Summer,1996,Gold,JPN,Japan,1996 Atlanta,Judo,Men's,65 - 71kg (lightweight),JPN,0.9197043191898906
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Judo,Men's,65 - 71kg (lightweight),KOR,0.8294278069818161
Summer,1996,Bronze,FRA,France,1996 Atlanta,Judo,Men's,65 - 71kg (lightweight),FRA,0.8866057534961195
Summer,1996,Bronze,USA,United States,1996 Atlanta,Judo,Men's,65 - 71kg (lightweight),USA,0.896459332647432
Summer,1996,Gold,FRA,France,1996 Atlanta,Judo,Men's,71 - 78kg (half-middleweight),FRA,0.8866057534961195
Summer,1996,Silver,JPN,Japan,1996 Atlanta,Judo,Men's,71 - 78kg (half-middleweight),JPN,0.9197043191898906
Summer,1996,Bronze,GEO,Georgia,1996 Atlanta,Judo,Men's,71 - 78kg (half-middleweight),GEO,0.5683637620218006
Summer,1996,Bronze,KOR,Korea Republic,1996 Atlanta,Judo,Men's,71 - 78kg (half-middleweight),KOR,0.8294278069818161
Summer,1996,Gold,KOR,Korea Republic,1996 Atlanta,Judo,Men's,78 - 86kg (middleweight),KOR,0.8294278069818161
Summer,1996,Silver,UZB,Uzbekistan,1996 Atlanta,Judo,Men's,78 - 86kg (middleweight),UZB,0.5559431123593215
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Judo,Men's,78 - 86kg (middleweight),DEU,0.8982745853066482
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Judo,Men's,78 - 86kg (middleweight),NLD,0.8937952114938178
Summer,1996,Gold,POL,Poland,1996 Atlanta,Judo,Men's,86 - 95kg (half-heavyweight),POL,0.7248044685679772
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Judo,Men's,86 - 95kg (half-heavyweight),KOR,0.8294278069818161
Summer,1996,Bronze,BRA,Brazil,1996 Atlanta,Judo,Men's,86 - 95kg (half-heavyweight),BRA,0.7437877759245815
Summer,1996,Bronze,FRA,France,1996 Atlanta,Judo,Men's,86 - 95kg (half-heavyweight),FRA,0.8866057534961195
Summer,1996,Gold,FRA,France,1996 Atlanta,Judo,Men's,+ 95kg (heavyweight),FRA,0.8866057534961195
Summer,1996,Silver,ESP,Spain,1996 Atlanta,Judo,Men's,+ 95kg (heavyweight),ESP,0.8424291195682562
Summer,1996,Bronze,BEL,Belgium,1996 Atlanta,Judo,Men's,+ 95kg (heavyweight),BEL,0.8889527051688514
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Judo,Men's,+ 95kg (heavyweight),DEU,0.8982745853066482
Summer,1996,Gold,PRK,Korea DPR,1996 Atlanta,Judo,Women's,- 48kg (extra-lightweight),PRK,
Summer,1996,Silver,JPN,Japan,1996 Atlanta,Judo,Women's,- 48kg (extra-lightweight),JPN,0.9197043191898906
Summer,1996,Bronze,CUB,Cuba,1996 Atlanta,Judo,Women's,- 48kg (extra-lightweight),CUB,0.6725169641447958
Summer,1996,Bronze,ESP,Spain,1996 Atlanta,Judo,Women's,- 48kg (extra-lightweight),ESP,0.8424291195682562
Summer,1996,Gold,FRA,France,1996 Atlanta,Judo,Women's,48 - 52kg (half-lightweight),FRA,0.8866057534961195
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Judo,Women's,48 - 52kg (half-lightweight),KOR,0.8294278069818161
Summer,1996,Bronze,CUB,Cuba,1996 Atlanta,Judo,Women's,48 - 52kg (half-lightweight),CUB,0.6725169641447958
Summer,1996,Bronze,JPN,Japan,1996 Atlanta,Judo,Women's,48 - 52kg (half-lightweight),JPN,0.9197043191898906
Summer,1996,Gold,CUB,Cuba,1996 Atlanta,Judo,Women's,52 - 56kg (lightweight),CUB,0.6725169641447958
Summer,1996,Silver,KOR,Korea Republic,1996 Atlanta,Judo,Women's,52 - 56kg (lightweight),KOR,0.8294278069818161
Summer,1996,Bronze,BEL,Belgium,1996 Atlanta,Judo,Women's,52 - 56kg (lightweight),BEL,0.8889527051688514
Summer,1996,Bronze,ESP,Spain,1996 Atlanta,Judo,Women's,52 - 56kg (lightweight),ESP,0.8424291195682562
Summer,1996,Gold,JPN,Japan,1996 Atlanta,Judo,Women's,56 - 61kg (half-middleweight),JPN,0.9197043191898906
Summer,1996,Silver,BEL,Belgium,1996 Atlanta,Judo,Women's,56 - 61kg (half-middleweight),BEL,0.8889527051688514
Summer,1996,Bronze,KOR,Korea Republic,1996 Atlanta,Judo,Women's,56 - 61kg (half-middleweight),KOR,0.8294278069818161
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Judo,Women's,56 - 61kg (half-middleweight),NLD,0.8937952114938178
Summer,1996,Gold,KOR,Korea Republic,1996 Atlanta,Judo,Women's,61 - 66kg (middleweight),KOR,0.8294278069818161
Summer,1996,Silver,POL,Poland,1996 Atlanta,Judo,Women's,61 - 66kg (middleweight),POL,0.7248044685679772
Summer,1996,Bronze,CHN,China,1996 Atlanta,Judo,Women's,61 - 66kg (middleweight),CHN,0.571378344268678
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Judo,Women's,61 - 66kg (middleweight),NLD,0.8937952114938178
Summer,1996,Gold,BEL,Belgium,1996 Atlanta,Judo,Women's,66 - 72kg (half-heavyweight),BEL,0.8889527051688514
Summer,1996,Silver,JPN,Japan,1996 Atlanta,Judo,Women's,66 - 72kg (half-heavyweight),JPN,0.9197043191898906
Summer,1996,Bronze,CUB,Cuba,1996 Atlanta,Judo,Women's,66 - 72kg (half-heavyweight),CUB,0.6725169641447958
Summer,1996,Bronze,ITA,Italy,1996 Atlanta,Judo,Women's,66 - 72kg (half-heavyweight),ITA,0.8739088097908495
Summer,1996,Gold,CHN,China,1996 Atlanta,Judo,Women's,+ 72kg (heavyweight),CHN,0.571378344268678
Summer,1996,Silver,CUB,Cuba,1996 Atlanta,Judo,Women's,+ 72kg (heavyweight),CUB,0.6725169641447958
Summer,1996,Bronze,FRA,France,1996 Atlanta,Judo,Women's,+ 72kg (heavyweight),FRA,0.8866057534961195
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Judo,Women's,+ 72kg (heavyweight),DEU,0.8982745853066482
Summer,1996,Gold,KAZ,Kazakhstan,1996 Atlanta,Modern Pentathlon,Men's,individual competition,KAZ,0.6223198502842426
Summer,1996,Silver,RUS,Russian Federation,1996 Atlanta,Modern Pentathlon,Men's,individual competition,RUS,0.6853127508157651
Summer,1996,Bronze,HUN,Hungary,1996 Atlanta,Modern Pentathlon,Men's,individual competition,HUN,0.7323716884505004
Summer,1996,Gold,SUI,Switzerland,1996 Atlanta,Rowing,Men's,single sculls (1x),CHE,0.9375961327492525
Summer,1996,Silver,CAN,Canada,1996 Atlanta,Rowing,Men's,single sculls (1x),CAN,0.8667547896651652
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Rowing,Men's,single sculls (1x),DEU,0.8982745853066482
Summer,1996,Gold,ITA,Italy,1996 Atlanta,Rowing,Men's,double sculls (2x),ITA,0.8739088097908495
Summer,1996,Silver,NOR,Norway,1996 Atlanta,Rowing,Men's,double sculls (2x),NOR,0.9155455639094513
Summer,1996,Bronze,FRA,France,1996 Atlanta,Rowing,Men's,double sculls (2x),FRA,0.8866057534961195
Summer,1996,Gold,GER,Germany,1996 Atlanta,Rowing,Men's,quadruple sculls without coxswain,DEU,0.8982745853066482
Summer,1996,Silver,USA,United States,1996 Atlanta,Rowing,Men's,quadruple sculls without coxswain,USA,0.896459332647432
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Rowing,Men's,quadruple sculls without coxswain,AUS,0.8697997643408559
Summer,1996,Gold,GBR,Great Britain,1996 Atlanta,Rowing,Men's,pair without coxswain (2-),GBR,0.8789517813811489
Summer,1996,Silver,AUS,Australia,1996 Atlanta,Rowing,Men's,pair without coxswain (2-),AUS,0.8697997643408559
Summer,1996,Bronze,FRA,France,1996 Atlanta,Rowing,Men's,pair without coxswain (2-),FRA,0.8866057534961195
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Rowing,Men's,four without coxswain (4-),AUS,0.8697997643408559
Summer,1996,Silver,FRA,France,1996 Atlanta,Rowing,Men's,four without coxswain (4-),FRA,0.8866057534961195
Summer,1996,Bronze,GBR,Great Britain,1996 Atlanta,Rowing,Men's,four without coxswain (4-),GBR,0.8789517813811489
Summer,1996,Gold,NED,Netherlands,1996 Atlanta,Rowing,Men's,eight with coxswain (8+),NLD,0.8937952114938178
Summer,1996,Silver,GER,Germany,1996 Atlanta,Rowing,Men's,eight with coxswain (8+),DEU,0.8982745853066482
Summer,1996,Bronze,RUS,Russian Federation,1996 Atlanta,Rowing,Men's,eight with coxswain (8+),RUS,0.6853127508157651
Summer,1996,Gold,SUI,Switzerland,1996 Atlanta,Rowing,Men's,lightweight double sculls (2x),CHE,0.9375961327492525
Summer,1996,Silver,NED,Netherlands,1996 Atlanta,Rowing,Men's,lightweight double sculls (2x),NLD,0.8937952114938178
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Rowing,Men's,lightweight double sculls (2x),AUS,0.8697997643408559
Summer,1996,Gold,DEN,Denmark,1996 Atlanta,Rowing,Men's,lightweight coxless four (4-),DNK,0.9114911680205695
Summer,1996,Silver,CAN,Canada,1996 Atlanta,Rowing,Men's,lightweight coxless four (4-),CAN,0.8667547896651652
Summer,1996,Bronze,USA,United States,1996 Atlanta,Rowing,Men's,lightweight coxless four (4-),USA,0.896459332647432
Summer,1996,Gold,BLR,Belarus,1996 Atlanta,Rowing,Women's,single sculls (1x),BLR,0.6316964498161695
Summer,1996,Silver,CAN,Canada,1996 Atlanta,Rowing,Women's,single sculls (1x),CAN,0.8667547896651652
Summer,1996,Bronze,DEN,Denmark,1996 Atlanta,Rowing,Women's,single sculls (1x),DNK,0.9114911680205695
Summer,1996,Gold,CAN,Canada,1996 Atlanta,Rowing,Women's,double sculls (2x),CAN,0.8667547896651652
Summer,1996,Silver,CHN,China,1996 Atlanta,Rowing,Women's,double sculls (2x),CHN,0.571378344268678
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Rowing,Women's,double sculls (2x),NLD,0.8937952114938178
Summer,1996,Gold,GER,Germany,1996 Atlanta,Rowing,Women's,quadruple sculls without coxswain,DEU,0.8982745853066482
Summer,1996,Silver,UKR,Ukraine,1996 Atlanta,Rowing,Women's,quadruple sculls without coxswain,UKR,0.588629546620408
Summer,1996,Bronze,CAN,Canada,1996 Atlanta,Rowing,Women's,quadruple sculls without coxswain,CAN,0.8667547896651652
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Rowing,Women's,pair without coxswain (2-),AUS,0.8697997643408559
Summer,1996,Silver,USA,United States,1996 Atlanta,Rowing,Women's,pair without coxswain (2-),USA,0.896459332647432
Summer,1996,Bronze,FRA,France,1996 Atlanta,Rowing,Women's,pair without coxswain (2-),FRA,0.8866057534961195
Summer,1996,Gold,ROU,Romania,1996 Atlanta,Rowing,Women's,eight with coxswain (8+),ROU,0.6434078327202225
Summer,1996,Silver,CAN,Canada,1996 Atlanta,Rowing,Women's,eight with coxswain (8+),CAN,0.8667547896651652
Summer,1996,Bronze,BLR,Belarus,1996 Atlanta,Rowing,Women's,eight with coxswain (8+),BLR,0.6316964498161695
Summer,1996,Gold,ROU,Romania,1996 Atlanta,Rowing,Women's,lightweight double sculls (2x),ROU,0.6434078327202225
Summer,1996,Silver,USA,United States,1996 Atlanta,Rowing,Women's,lightweight double sculls (2x),USA,0.896459332647432
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Rowing,Women's,lightweight double sculls (2x),AUS,0.8697997643408559
Summer,1996,Gold,UKR,Ukraine,1996 Atlanta,Sailing,Men's,470 - Two Person Dinghy,UKR,0.588629546620408
Summer,1996,Silver,GBR,Great Britain,1996 Atlanta,Sailing,Men's,470 - Two Person Dinghy,GBR,0.8789517813811489
Summer,1996,Bronze,POR,Portugal,1996 Atlanta,Sailing,Men's,470 - Two Person Dinghy,PRT,0.8181958403345344
Summer,1996,Gold,GRE,Greece,1996 Atlanta,Sailing,Men's,board (Mistral) - Windsurfer,GRC,0.8266722930583521
Summer,1996,Silver,ARG,Argentina,1996 Atlanta,Sailing,Men's,board (Mistral) - Windsurfer,ARG,0.777861478582552
Summer,1996,Bronze,ISR,Israel,1996 Atlanta,Sailing,Men's,board (Mistral) - Windsurfer,ISR,0.8622601668344357
Summer,1996,Gold,POL,Poland,1996 Atlanta,Sailing,Men's,Finn - One Person Dinghy (Heavyweight),POL,0.7248044685679772
Summer,1996,Silver,BEL,Belgium,1996 Atlanta,Sailing,Men's,Finn - One Person Dinghy (Heavyweight),BEL,0.8889527051688514
Summer,1996,Bronze,NED,Netherlands,1996 Atlanta,Sailing,Men's,Finn - One Person Dinghy (Heavyweight),NLD,0.8937952114938178
Summer,1996,Gold,ESP,Spain,1996 Atlanta,Sailing,Women's,470 - Two Person Dinghy,ESP,0.8424291195682562
Summer,1996,Silver,JPN,Japan,1996 Atlanta,Sailing,Women's,470 - Two Person Dinghy,JPN,0.9197043191898906
Summer,1996,Bronze,UKR,Ukraine,1996 Atlanta,Sailing,Women's,470 - Two Person Dinghy,UKR,0.588629546620408
Summer,1996,Gold,HKG,"Hong Kong, British",1996 Atlanta,Sailing,Women's,board (Mistral) - Windsurfer,HKG,0.8800623836199395
Summer,1996,Silver,NZL,New Zealand,1996 Atlanta,Sailing,Women's,board (Mistral) - Windsurfer,NZL,0.8558833891920635
Summer,1996,Bronze,ITA,Italy,1996 Atlanta,Sailing,Women's,board (Mistral) - Windsurfer,ITA,0.8739088097908495
Summer,1996,Gold,DEN,Denmark,1996 Atlanta,Sailing,Women's,single-handed dinghy (Europe),DNK,0.9114911680205695
Summer,1996,Silver,NED,Netherlands,1996 Atlanta,Sailing,Women's,single-handed dinghy (Europe),NLD,0.8937952114938178
Summer,1996,Bronze,USA,United States,1996 Atlanta,Sailing,Women's,single-handed dinghy (Europe),USA,0.896459332647432
Summer,1996,Gold,BRA,Brazil,1996 Atlanta,Sailing,Mixed,two-person keelboat (Star),BRA,0.7437877759245815
Summer,1996,Silver,SWE,Sweden,1996 Atlanta,Sailing,Mixed,two-person keelboat (Star),SWE,0.9049005581959039
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Sailing,Mixed,two-person keelboat (Star),AUS,0.8697997643408559
Summer,1996,Gold,BRA,Brazil,1996 Atlanta,Sailing,Mixed,single-handed dinghy (Laser),BRA,0.7437877759245815
Summer,1996,Silver,GBR,Great Britain,1996 Atlanta,Sailing,Mixed,single-handed dinghy (Laser),GBR,0.8789517813811489
Summer,1996,Bronze,NOR,Norway,1996 Atlanta,Sailing,Mixed,single-handed dinghy (Laser),NOR,0.9155455639094513
Summer,1996,Gold,GER,Germany,1996 Atlanta,Sailing,Mixed,fleet/match race keelboat (Soling),DEU,0.8982745853066482
Summer,1996,Silver,RUS,Russian Federation,1996 Atlanta,Sailing,Mixed,fleet/match race keelboat (Soling),RUS,0.6853127508157651
Summer,1996,Bronze,USA,United States,1996 Atlanta,Sailing,Mixed,fleet/match race keelboat (Soling),USA,0.896459332647432
Summer,1996,Gold,ESP,Spain,1996 Atlanta,Sailing,Mixed,Tornado - Multihull,ESP,0.8424291195682562
Summer,1996,Silver,AUS,Australia,1996 Atlanta,Sailing,Mixed,Tornado - Multihull,AUS,0.8697997643408559
Summer,1996,Bronze,BRA,Brazil,1996 Atlanta,Sailing,Mixed,Tornado - Multihull,BRA,0.7437877759245815
Summer,1996,Gold,FRA,France,1996 Atlanta,Shooting,Men's,50m rifle 3 positions,FRA,0.8866057534961195
Summer,1996,Silver,KAZ,Kazakhstan,1996 Atlanta,Shooting,Men's,50m rifle 3 positions,KAZ,0.6223198502842426
Summer,1996,Bronze,AUT,Austria,1996 Atlanta,Shooting,Men's,50m rifle 3 positions,AUT,0.8955204914070196
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Shooting,Men's,10m air rifle,RUS,0.6853127508157651
Summer,1996,Silver,AUT,Austria,1996 Atlanta,Shooting,Men's,10m air rifle,AUT,0.8955204914070196
Summer,1996,Bronze,FRA,France,1996 Atlanta,Shooting,Men's,10m air rifle,FRA,0.8866057534961195
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Shooting,Men's,50m pistol,RUS,0.6853127508157651
Summer,1996,Silver,BLR,Belarus,1996 Atlanta,Shooting,Men's,50m pistol,BLR,0.6316964498161695
Summer,1996,Bronze,ITA,Italy,1996 Atlanta,Shooting,Men's,50m pistol,ITA,0.8739088097908495
Summer,1996,Gold,ITA,Italy,1996 Atlanta,Shooting,Men's,10m air pistol,ITA,0.8739088097908495
Summer,1996,Silver,CHN,China,1996 Atlanta,Shooting,Men's,10m air pistol,CHN,0.571378344268678
Summer,1996,Bronze,BUL,Bulgaria,1996 Atlanta,Shooting,Men's,10m air pistol,BGR,0.6342733757108733
Summer,1996,Gold,GER,Germany,1996 Atlanta,Shooting,Men's,50m rifle prone,DEU,0.8982745853066482
Summer,1996,Silver,KAZ,Kazakhstan,1996 Atlanta,Shooting,Men's,50m rifle prone,KAZ,0.6223198502842426
Summer,1996,Bronze,SVK,Slovakia,1996 Atlanta,Shooting,Men's,50m rifle prone,SVK,0.7449316581480642
Summer,1996,Gold,CHN,China,1996 Atlanta,Shooting,Men's,10m running target,CHN,0.571378344268678
Summer,1996,Silver,CHN,China,1996 Atlanta,Shooting,Men's,10m running target,CHN,0.571378344268678
Summer,1996,Bronze,CZE,Czech Republic,1996 Atlanta,Shooting,Men's,10m running target,CZE,0.7645178253692432
Summer,1996,Gold,GER,Germany,1996 Atlanta,Shooting,Men's,25m rapid fire pistol,DEU,0.8982745853066482
Summer,1996,Silver,BUL,Bulgaria,1996 Atlanta,Shooting,Men's,25m rapid fire pistol,BGR,0.6342733757108733
Summer,1996,Bronze,KAZ,Kazakhstan,1996 Atlanta,Shooting,Men's,25m rapid fire pistol,KAZ,0.6223198502842426
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Shooting,Men's,Double trap,AUS,0.8697997643408559
Summer,1996,Silver,ITA,Italy,1996 Atlanta,Shooting,Men's,Double trap,ITA,0.8739088097908495
Summer,1996,Bronze,CHN,China,1996 Atlanta,Shooting,Men's,Double trap,CHN,0.571378344268678
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Shooting,Men's,Trap,AUS,0.8697997643408559
Summer,1996,Silver,USA,United States,1996 Atlanta,Shooting,Men's,Trap,USA,0.896459332647432
Summer,1996,Bronze,USA,United States,1996 Atlanta,Shooting,Men's,Trap,USA,0.896459332647432
Summer,1996,Gold,ITA,Italy,1996 Atlanta,Shooting,Men's,Skeet,ITA,0.8739088097908495
Summer,1996,Silver,POL,Poland,1996 Atlanta,Shooting,Men's,Skeet,POL,0.7248044685679772
Summer,1996,Bronze,ITA,Italy,1996 Atlanta,Shooting,Men's,Skeet,ITA,0.8739088097908495
Summer,1996,Gold,SCG,Yugoslavia Federal Republic,1996 Atlanta,Shooting,Women's,50m rifle 3 positions,SRB,0.6978496795712806
Summer,1996,Silver,RUS,Russian Federation,1996 Atlanta,Shooting,Women's,50m rifle 3 positions,RUS,0.6853127508157651
Summer,1996,Bronze,POL,Poland,1996 Atlanta,Shooting,Women's,50m rifle 3 positions,POL,0.7248044685679772
Summer,1996,Gold,POL,Poland,1996 Atlanta,Shooting,Women's,10m air rifle,POL,0.7248044685679772
Summer,1996,Silver,GER,Germany,1996 Atlanta,Shooting,Women's,10m air rifle,DEU,0.8982745853066482
Summer,1996,Bronze,SCG,Yugoslavia Federal Republic,1996 Atlanta,Shooting,Women's,10m air rifle,SRB,0.6978496795712806
Summer,1996,Gold,CHN,China,1996 Atlanta,Shooting,Women's,25m pistol,CHN,0.571378344268678
Summer,1996,Silver,BUL,Bulgaria,1996 Atlanta,Shooting,Women's,25m pistol,BGR,0.6342733757108733
Summer,1996,Bronze,RUS,Russian Federation,1996 Atlanta,Shooting,Women's,25m pistol,RUS,0.6853127508157651
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Shooting,Women's,10m air pistol,RUS,0.6853127508157651
Summer,1996,Silver,RUS,Russian Federation,1996 Atlanta,Shooting,Women's,10m air pistol,RUS,0.6853127508157651
Summer,1996,Bronze,BUL,Bulgaria,1996 Atlanta,Shooting,Women's,10m air pistol,BGR,0.6342733757108733
Summer,1996,Gold,USA,United States,1996 Atlanta,Shooting,Women's,Double trap,USA,0.896459332647432
Summer,1996,Silver,GER,Germany,1996 Atlanta,Shooting,Women's,Double trap,DEU,0.8982745853066482
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Shooting,Women's,Double trap,AUS,0.8697997643408559
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,50m freestyle,RUS,0.6853127508157651
Summer,1996,Silver,USA,United States,1996 Atlanta,Swimming,Men's,50m freestyle,USA,0.896459332647432
Summer,1996,Bronze,BRA,Brazil,1996 Atlanta,Swimming,Men's,50m freestyle,BRA,0.7437877759245815
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,100m freestyle,RUS,0.6853127508157651
Summer,1996,Silver,USA,United States,1996 Atlanta,Swimming,Men's,100m freestyle,USA,0.896459332647432
Summer,1996,Bronze,BRA,Brazil,1996 Atlanta,Swimming,Men's,100m freestyle,BRA,0.7437877759245815
Summer,1996,Gold,NZL,New Zealand,1996 Atlanta,Swimming,Men's,200m freestyle,NZL,0.8558833891920635
Summer,1996,Silver,BRA,Brazil,1996 Atlanta,Swimming,Men's,200m freestyle,BRA,0.7437877759245815
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Swimming,Men's,200m freestyle,AUS,0.8697997643408559
Summer,1996,Gold,NZL,New Zealand,1996 Atlanta,Swimming,Men's,400m freestyle,NZL,0.8558833891920635
Summer,1996,Silver,GBR,Great Britain,1996 Atlanta,Swimming,Men's,400m freestyle,GBR,0.8789517813811489
Summer,1996,Bronze,AUS,Australia,1996 Atlanta,Swimming,Men's,400m freestyle,AUS,0.8697997643408559
Summer,1996,Gold,AUS,Australia,1996 Atlanta,Swimming,Men's,1500m freestyle,AUS,0.8697997643408559
Summer,1996,Silver,AUS,Australia,1996 Atlanta,Swimming,Men's,1500m freestyle,AUS,0.8697997643408559
Summer,1996,Bronze,GBR,Great Britain,1996 Atlanta,Swimming,Men's,1500m freestyle,GBR,0.8789517813811489
Summer,1996,Gold,USA,United States,1996 Atlanta,Swimming,Men's,100m backstroke,USA,0.896459332647432
Summer,1996,Silver,CUB,Cuba,1996 Atlanta,Swimming,Men's,100m backstroke,CUB,0.6725169641447958
Summer,1996,Bronze,CUB,Cuba,1996 Atlanta,Swimming,Men's,100m backstroke,CUB,0.6725169641447958
Summer,1996,Gold,USA,United States,1996 Atlanta,Swimming,Men's,200m backstroke,USA,0.896459332647432
Summer,1996,Silver,USA,United States,1996 Atlanta,Swimming,Men's,200m backstroke,USA,0.896459332647432
Summer,1996,Bronze,ITA,Italy,1996 Atlanta,Swimming,Men's,200m backstroke,ITA,0.8739088097908495
Summer,1996,Gold,BEL,Belgium,1996 Atlanta,Swimming,Men's,100m breaststroke,BEL,0.8889527051688514
Summer,1996,Silver,USA,United States,1996 Atlanta,Swimming,Men's,100m breaststroke,USA,0.896459332647432
Summer,1996,Bronze,GER,Germany,1996 Atlanta,Swimming,Men's,100m breaststroke,DEU,0.8982745853066482
Summer,1996,Gold,HUN,Hungary,1996 Atlanta,Swimming,Men's,200m breaststroke,HUN,0.7323716884505004
Summer,1996,Silver,HUN,Hungary,1996 Atlanta,Swimming,Men's,200m breaststroke,HUN,0.7323716884505004
Summer,1996,Bronze,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,200m breaststroke,RUS,0.6853127508157651
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,100m butterfly,RUS,0.6853127508157651
Summer,1996,Silver,AUS,Australia,1996 Atlanta,Swimming,Men's,100m butterfly,AUS,0.8697997643408559
Summer,1996,Bronze,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,100m butterfly,RUS,0.6853127508157651
Summer,1996,Gold,RUS,Russian Federation,1996 Atlanta,Swimming,Men's,200m butterfly,RUS,0.6853127508157651
